,order_line_id,order_id,date_id,order_date,customer_id,product_id,category,seller_id,seller_rating,location_id_x,delivery_person_id,payment_id,campaign_id,fulfillment_id,quantity,unit_price,discount_percentage,tax_percentage,shipping_fee,expected_delivery_date,actual_delivery_date,delivery_rating,order_status,return_flag,refund_amount,return_date,customer_rating,review_text,sentiment_score,delivery_delay_days,delivery_sla_days,gross_amount,discount_amount,tax_amount,net_amount,product_name,brand,first_name,email_x,phone_number_x,marital_status,payment_method,payment_provider,description,seller_name,email_y,phone_number_y,join_date,location_id_y,rating,category_focus,bank_name,bank_account_number,ifsc_code,delivery_person_name,phone_number,gender,date_of_joining,employment_type,vehicle_type,location_id,state,city,postal_code,region,latitude,longitude,area_type,location_category
32,OL00000033,ORD0224509,2025-06-07,2025-06-07,CUST011362,PROD000918,Jewellery,SELL3761,3.5,LOC0015,DEL00888,PAY003,CAMP0085,FUL001,4,95000,2.27,5.0,46.27,2025-06-12,2025-06-12,4.4,Completed,False,0.0,,5.0,Excellent craftsmanship.,0.36,0,5,380000,8626.0,19000.0,390420.27,22KT Gold Necklace Set,GRT Jewellers,riya,riyakade@gmail.com,+91 86085 52573,Married,Credit Card,RuPay,Payment via RuPay (Credit Card),Kala Inc,kalainc4383@gmail.com,+91 87349 00562,2024-01-16,LOC0066,3.3,Jewellery,IndusInd Bank,3853790000000,INDB4589600,Priyansh Rau,+91 83793 38489,Female,2022-09-01,Full-Time,Bike,LOC0015,Karnataka,Shivamogga,759762,South,16.243871,81.526247,Semi-Urban,Tier-3
33,OL00000034,ORD0330351,2025-05-20,2025-05-20,CUST072318,PROD000431,Sports,SELL4395,4.9,LOC0009,DEL07093,PAY009,CAMP0054,FUL003,2,14999,8.32,5.0,215.79,2025-05-21,2025-05-21,4.4,Completed,False,0.0,,4.1,Strong and durable material.,0.28,0,1,29998,2495.8336,1499.9,29217.856400000004,Table Tennis Table Foldable,Stag,neelofar,neelofarvenkatesh8806@gmail.com,+91 68329 91352,Single,UPI,Paytm,Payment via Paytm (UPI),Kalla Ltd,kallaltd@gmail.com,+91 69126 75013,2022-03-05,LOC0064,4.4,Sports,Axis Bank,48618236298,UTIB8301140,Kabir Bhatia,+91 67231 69995,Male,2023-03-04,Full-Time,Bike,LOC0009,Maharashtra,Amravati,780004,West,17.226433,78.368188,Semi-Urban,Tier-3
34,OL00000035,ORD0285258,2025-12-02,2025-12-02,CUST018554,PROD000502,Toys,SELL2223,3.6,LOC0045,DEL06671,PAY004,CAMP0111,FUL001,2,1499,0.21,5.0,46.27,2025-12-07,2025-12-08,3.2,Completed,False,0.0,,4.2,Kids absolutely loved it.,0.28,1,5,2998,6.295799999999999,149.9,3187.8742,Spider-Man Articulated 15cm,Hasbro,kimaya,kimayadubey7578@gmail.com,+91 72367 72065,Married,Debit Card,Visa,Payment via Visa (Debit Card),Kota-Deol,kota-deol2894@gmail.com,+91 73454 15468,2025-06-26,LOC0092,3.2,Toys,Punjab National Bank,5985140000000,PUNB5607502,Anika Saxena,+91 69742 20970,Male,2021-04-17,Contract,Van,LOC0045,Gujarat,Junagadh,746556,West,23.744154,71.18451,Semi-Urban,Tier-3
35,OL00000036,ORD0284282,2025-09-06,2025-09-06,CUST032530,PROD000021,Electronics,SELL1377,5.0,LOC0071,DEL03018,PAY003,CAMP0156,FUL002,2,239990,1.81,5.0,86.64,2025-09-08,2025-09-08,4.0,Completed,False,0.0,,3.3,Great value for money with solid features.,0.36,0,2,479980,8687.638,23999.0,495378.002,EOS R6 Mark II,Canon,samiha,samihababu@gmail.com,+91 61695 14249,Married,Credit Card,RuPay,Payment via RuPay (Credit Card),Agate Ltd,agateltd@gmail.com,+91 60117 75045,2026-02-15,LOC0012,2.5,Electronics,HDFC Bank,90002300000000,HDFC8642204,Saanvi Dubey,+91 92528 95140,Female,2022-11-21,Contract,EV Bike,LOC0071,Telangana,Khammam,250404,South,15.266563,73.222502,Semi-Urban,Tier-3
36,OL00000037,ORD0355286,2025-05-28,2025-05-28,CUST060294,PROD000584,Automotive,SELL4038,4.5,LOC0019,DEL06697,PAY002,CAMP0004,FUL001,4,999,7.51,5.0,46.27,2025-06-02,2025-06-02,4.2,Completed,False,0.0,,3.3,Easy to install and reliable.,0.74,0,5,3996,300.0996,199.8,3941.9704,Car Bluetooth FM Transmitter,Mpow,aarush,aarushvarma9871@gmail.com,+91 79616 70301,Married,Credit Card,Mastercard,Payment via Mastercard (Credit Card),"Sule, Raju and Khalsa",sulerajuandkhalsa@gmail.com,+91 67578 71769,2021-04-12,LOC0102,3.4,Automotive,Union Bank of India,23640300000000,UBIN3334354,Nakul Tella,+91 66976 40617,Male,2024-07-28,Full-Time,Scooter,LOC0019,Tamil Nadu,Madurai,886415,South,35.650558,68.728025,Urban,Tier-2
37,OL00000038,ORD0270829,2025-06-04,2025-06-04,CUST059451,PROD000808,Pets,SELL1700,3.5,LOC0003,DEL04979,PAY006,CAMP0118,FUL002,4,299,7.5,5.0,86.64,2025-06-06,2025-06-08,2.2,Completed,False,0.0,,3.3,Good quality ingredients.,0.28,2,2,1196,89.7,59.8,1252.74,Raw Hide Chew Bones 6pcs,JerHigh,rohan,rohanvaidya6514@gmail.com,+91 70181 36123,Single,Debit Card,RuPay,Payment via RuPay (Debit Card),Mahal-Dubey,mahal-dubey@gmail.com,+91 85983 82889,2024-12-30,LOC0018,1.0,Pets,Kotak Mahindra Bank,268781000000,KKBK9281289,Madhav Bains,+91 85507 26389,Male,2023-02-10,Contract,Bike,LOC0003,Maharashtra,Nagpur,918934,West,21.867898,96.75388,Urban,Tier-2
38,OL00000039,ORD0213067,2025-06-07,2025-06-07,CUST007365,PROD000710,Health,SELL0073,4.2,LOC0066,DEL02824,PAY002,CAMP0014,FUL001,4,1999,5.63,5.0,46.27,2025-06-12,2025-06-14,1.8,Completed,False,0.0,,3.7,Properly sealed and safe packaging.,0.48,2,5,7996,450.1748,399.8,7991.895200000001,Compression Socks 3-Pair,CEP,darshit,darshitbalasubramanian@gmail.com,+91 65451 27190,Married,Credit Card,Mastercard,Payment via Mastercard (Credit Card),"Uppal, Bir and Bhavsar",uppalbirandbhavsar7870@gmail.com,+91 92763 95382,2025-06-08,LOC0105,2.3,Health,State Bank of India,88475945977,SBIN9453990,Lagan Mani,+91 84491 67691,Female,2024-09-10,Contract,Van,LOC0066,Kerala,Kannur,831343,South,25.804374,84.621735,Semi-Urban,Tier-3
39,OL00000040,ORD0357785,2025-12-13,2025-12-13,CUST023864,PROD000846,Pets,SELL2309,1.1,LOC0082,DEL02837,PAY005,CAMP0082,FUL002,1,499,4.85,5.0,86.64,2025-12-15,2025-12-16,3.4,Returned,True,-86.64,2025-12-18,2.7,Damaged toy,-0.92,1,2,499,24.2015,24.95,586.3885,Dog Toothbrush Kit + Paste,Virbac,tanya,tanyad’alia1956@gmail.com,+91 81436 23368,Single,Debit Card,Mastercard,Payment via Mastercard (Debit Card),"Choudhry, Mammen and Singhal",choudhrymammenandsinghal@gmail.com,+91 70196 71343,2021-11-28,LOC0097,2.4,Pets,HDFC Bank,29909500000000,HDFC6302418,Sumer Shroff,+91 84912 00299,Male,2025-12-17,Full-Time,EV Bike,LOC0082,Assam,Jorhat,711844,East,10.213663,92.896214,Semi-Urban,Tier-3
40,OL00000041,ORD0095693,2026-03-04,2026-03-04,CUST059960,PROD001110,Music & Instruments,SELL2819,3.8,LOC0074,DEL00955,PAY005,CAMP0147,FUL001,5,29999,8.83,5.0,46.27,2026-03-09,2026-03-09,4.1,Completed,False,0.0,,4.3,Well-built and durable.,0.42,0,5,149995,13244.5585,7499.75,144296.46149999998,Epiphone Les Paul Classic,Epiphone,reyansh,reyanshdesai@gmail.com,+91 65048 49368,Single,Debit Card,Mastercard,Payment via Mastercard (Debit Card),Sengupta-Sathe,sengupta-sathe5052@gmail.com,+91 83735 50107,2022-06-08,LOC0024,2.2,Music & Instruments,HDFC Bank,92685300000000,HDFC2196803,Vritika Kumer,+91 63566 48609,Female,2025-02-20,Contract,Bike,LOC0074,Bihar,Gaya,577366,East,35.722304,74.068178,Semi-Urban,Tier-3
41,OL00000042,ORD0299867,2026-03-21,2026-03-21,CUST019182,PROD000527,Toys,SELL2621,2.6,LOC0091,DEL06876,PAY012,CAMP0117,FUL002,3,2499,2.82,5.0,86.64,2026-03-23,2026-03-24,3.8,Returned,True,-86.64,2026-03-26,1.6,Missing parts,-0.43,1,2,7497,211.4154,374.85,7747.074600000001,Risk Global Domination,Hasbro,rati,ratigrover@gmail.com,+91 62931 09535,Married,Wallet,Amazon Pay,Payment via Amazon Pay (Wallet),"Wali, Dani and Gara",walidaniandgara@gmail.com,+91 61748 25836,2022-03-31,LOC0077,4.2,Toys,ICICI Bank,93783900000000,ICIC3815996,Keya Joshi,+91 95600 28321,Male,2021-09-10,Full-Time,Bike,LOC0091,Punjab,Mohali,818870,North,27.626976,69.407577,Semi-Urban,Tier-3
42,OL00000043,ORD0348408,2026-03-31,2026-03-31,CUST005092,PROD000689,Health,SELL0668,4.3,LOC0036,DEL06445,PAY012,CAMP0193,FUL002,2,299,6.69,5.0,86.64,2026-04-02,2026-04-02,4.1,Completed,False,0.0,,3.5,Effective and works as expected.,0.74,0,2,598,40.00620000000001,29.9,674.5337999999999,Iron Supplement with Folic Acid,Dexorange,zeeshan,zeeshantaneja@gmail.com,+91 95242 25184,Married,Wallet,Amazon Pay,Payment via Amazon Pay (Wallet),Majumdar-Tara,majumdar-tara@gmail.com,+91 90070 52521,2022-08-20,LOC0036,1.6,Health,Canara Bank,17351122979,CNRB1029052,Hiran Ganesan,+91 76078 73028,Male,2023-12-29,Full-Time,Scooter,LOC0036,West Bengal,Asansol,175435,East,14.436021,91.336977,Semi-Urban,Tier-3
43,OL00000044,ORD0288848,2026-01-11,2026-01-11,CUST059152,PROD000288,Beauty,SELL4296,4.3,LOC0001,DEL03074,PAY013,CAMP0093,FUL001,5,249,2.55,5.0,46.27,2026-01-16,2026-01-16,4.5,Completed,False,0.0,,4.4,Perfect shade match for my skin tone.,0.26,0,5,1245,31.7475,62.25,1321.7725,Coconut Hair Oil 500ml,Parachute,aarav,aaravrajan@gmail.com,+91 84899 41510,Married,Wallet,PhonePe,Payment via PhonePe (Wallet),Anne and Sons,anneandsons4132@gmail.com,+91 71161 56554,2022-07-12,LOC0102,3.2,Beauty,HDFC Bank,3089975165,HDFC8956590,Zain Chana,+91 98117 61536,Female,2023-11-03,Contract,Bike,LOC0001,Maharashtra,Mumbai,364018,West,20.294332,72.555141,Urban,Tier-1
44,OL00000045,ORD0381088,2025-04-16,2025-04-16,CUST072665,PROD000824,Pets,SELL3161,4.5,LOC0049,DEL00873,PAY002,CAMP0004,FUL002,3,2999,8.05,5.0,86.64,2025-04-18,2025-04-19,3.5,Completed,False,0.0,,3.6,Durable and safe for pets.,0.24,1,2,8997,724.2585,449.85,8809.2315,Dog Bed Orthopedic Medium,Furhaven,gatik,gatikdasgupta7799@gmail.com,+91 61682 63778,Divorced,Credit Card,Mastercard,Payment via Mastercard (Credit Card),Jha-Master,jha-master6798@gmail.com,+91 72577 74803,2024-03-30,LOC0049,4.9,Pets,HDFC Bank,8131917339,HDFC6563310,Kartik Bassi,+91 97211 42658,Male,2025-10-16,Full-Time,Scooter,LOC0049,Rajasthan,Kota,602283,North,31.262791,70.133315,Semi-Urban,Tier-3
45,OL00000046,ORD0263672,2025-07-13,2025-07-13,CUST063182,PROD000877,Stationery,SELL3371,4.7,LOC0077,DEL05746,PAY001,CAMP0076,FUL002,3,699,8.47,5.0,86.64,2025-07-15,2025-07-15,4.8,Completed,False,0.0,,4.2,High-quality paper and binding.,0.83,0,2,2097,177.6159,104.85,2110.8741,Sketching Pencil Set HB-8B,Staedtler,ahana ,ahana dugar8318@gmail.com,+91 77756 44174,Married,Credit Card,Visa,Payment via Visa (Credit Card),Loyal-Samra,loyal-samra@gmail.com,+91 71095 83004,2022-10-07,LOC0040,2.0,Stationery,Axis Bank,4347800000000,UTIB1886166,Miraan Bhandari,+91 83826 80141,Female,2026-03-22,Full-Time,Van,LOC0077,Bihar,Purnia,123138,East,31.214572,69.65655,Semi-Urban,Tier-3
46,OL00000047,ORD0087413,2026-03-09,2026-03-09,CUST055203,PROD001115,Music & Instruments,SELL1901,3.6,LOC0070,DEL05384,PAY010,CAMP0180,FUL001,2,12999,7.99,5.0,46.27,2026-03-14,2026-03-14,4.2,Completed,False,0.0,,4.9,Clear sound quality and good tuning.,0.61,0,5,25998,2077.2402,1299.9,25266.9298,Casio CTX-3000 Portable,Casio,manjari,manjarikeer7751@gmail.com,+91 86900 54981,Single,UPI,Amazon Pay,Payment via Amazon Pay (UPI),"Warrior, Sachar and Kurian",warriorsacharandkurian@gmail.com,+91 60201 24997,2024-12-11,LOC0088,2.4,Music & Instruments,IndusInd Bank,4649657001,INDB2259716,Amira Deep,+91 89342 10194,Female,2023-05-02,Contract,Scooter,LOC0070,Telangana,Karimnagar,185197,South,13.930205,78.815195,Semi-Urban,Tier-3
47,OL00000048,ORD0303782,2025-06-11,2025-06-11,CUST018227,PROD001075,Bags & Luggage,SELL4260,4.5,LOC0067,DEL00795,PAY007,CAMP0020,FUL003,1,1499,1.89,5.0,215.79,2025-06-12,2025-06-13,3.4,Completed,False,0.0,,3.1,Spacious and well-organized compartments.,0.75,1,1,1499,28.3311,74.95,1761.4089,Genuine Leather Cardholder,Hidesign,oorja,oorjayogi@gmail.com,+91 64789 20587,Single,UPI,PhonePe,Payment via PhonePe (UPI),Saha PLC,sahaplc@gmail.com,+91 95821 30610,2024-02-29,LOC0049,2.8,Bags & Luggage,Kotak Mahindra Bank,6606972164,KKBK2624559,Umang Dutta,+91 82434 05369,Female,2024-05-04,Contract,Van,LOC0067,Telangana,Hyderabad,221737,South,29.955213,78.954834,Urban,Tier-1
48,OL00000049,ORD0294460,2026-02-25,2026-02-25,CUST049870,PROD000429,Sports,SELL1425,3.7,LOC0030,DEL03321,PAY008,CAMP0113,FUL003,4,9999,0.96,5.0,215.79,2026-02-26,2026-02-27,3.8,Completed,False,0.0,,3.2,Comfortable and enhances performance.,0.49,1,1,39996,383.9616,1999.8,41827.6284,Outdoor Sunglasses Polarized,Oakley,ishita,ishitadutt2012@gmail.com,+91 80532 71020,Married,UPI,Google Pay,Payment via Google Pay (UPI),"Hayre, Shukla and Rao",hayreshuklaandrao@gmail.com,+91 78925 92628,2021-09-03,LOC0037,4.8,Sports,Bank of Baroda,4654263577,BARB4477262,Ryan Sami,+91 94937 23790,Male,2026-03-20,Full-Time,Scooter,LOC0030,Uttar Pradesh,Noida,522344,North,30.365537,87.77081,Semi-Urban,Tier-3
49,OL00000050,ORD0085238,2026-02-09,2026-02-09,CUST069471,PROD000556,Automotive,SELL0976,4.3,LOC0102,DEL00810,PAY013,CAMP0140,FUL002,4,1499,1.61,5.0,86.64,2026-02-11,2026-02-13,1.2,Completed,False,0.0,,4.2,Excellent compatibility and finish.,0.12,2,2,5996,96.53560000000002,299.8,6285.9044,Phone Mount Magnetic Vent,Belkin,nehmat,nehmatkapur2256@gmail.com,+91 69602 28566,Single,Wallet,PhonePe,Payment via PhonePe (Wallet),Zacharia-Badal,zacharia-badal1761@gmail.com,+91 68590 41062,2023-07-31,LOC0112,3.9,Automotive,ICICI Bank,9428463896,ICIC8632980,Dishani Bora,+91 60925 96612,Male,2022-07-05,Full-Time,Bike,LOC0102,Odisha,Bhubaneswar,385322,East,26.2276,89.859603,Urban,Tier-2
50,OL00000051,ORD0349982,2025-07-11,2025-07-11,CUST053203,PROD000548,Toys,SELL0966,4.8,LOC0011,DEL03262,PAY007,CAMP0008,FUL001,4,4499,1.56,5.0,46.27,2025-07-16,2025-07-16,4.6,Completed,False,0.0,,5.0,"Safe, sturdy, and well-designed.",0.7,0,5,17996,280.73760000000004,899.8,18661.3324,RC Excavator Construction,DOUBLE E,bhavin,bhavinchokshi@gmail.com,+91 93860 94380,Single,UPI,PhonePe,Payment via PhonePe (UPI),Ratta-Cheema,ratta-cheema@gmail.com,+91 95847 33522,2024-08-12,LOC0022,3.8,Toys,Punjab National Bank,1675940000000,PUNB3906073,Aarush Sabharwal,+91 93396 59297,Female,2024-05-20,Full-Time,Scooter,LOC0011,Karnataka,Mysuru,892541,South,35.760954,71.507323,Semi-Urban,Tier-3
51,OL00000052,ORD0318708,2025-10-31,2025-10-31,CUST071009,PROD000826,Pets,SELL0624,1.3,LOC0028,DEL03881,PAY012,CAMP0176,FUL001,3,3999,1.64,5.0,46.27,2025-11-05,2025-11-05,4.3,Returned,True,-46.27,2025-11-07,1.5,Damaged toy,-0.74,0,5,11997,196.7508,599.85,12446.3692,Pet GPS Tracker,Tractive,akarsh,akarshviswanathan@gmail.com,+91 73671 84291,Divorced,Wallet,Amazon Pay,Payment via Amazon Pay (Wallet),"Swaminathan, Kapur and D’Alia",swaminathankapurandd’alia@gmail.com,+91 65907 65580,2023-07-08,LOC0019,1.3,Pets,Union Bank of India,525300000000,UBIN1462468,Shayak Ray,+91 98006 07073,Female,2024-07-24,Contract,Van,LOC0028,Uttar Pradesh,Prayagraj,232848,North,22.85678,71.763648,Semi-Urban,Tier-3
52,OL00000053,ORD0226372,2025-04-14,2025-04-14,CUST042785,PROD000211,Home,SELL0483,4.5,LOC0038,DEL01206,PAY013,CAMP0152,FUL003,5,3499,5.62,5.0,215.79,2025-04-15,2025-04-16,3.9,Completed,False,0.0,,4.0,Sturdy build and easy to assemble.,0.45,1,1,17495,983.219,874.75,17602.321,Non-Stick Cookware Set 5-Piece,Prestige,amani,amanirama2370@gmail.com,+91 79284 40911,Single,Wallet,PhonePe,Payment via PhonePe (Wallet),Dass-Talwar,dass-talwar8242@gmail.com,+91 84056 02128,2023-11-09,LOC0015,3.1,Home,IndusInd Bank,21627200000000,INDB9349835,Mannat Bains,+91 97628 00540,Male,2021-07-24,Contract,Bike,LOC0038,West Bengal,Kharagpur,705775,East,30.623518,75.246045,Semi-Urban,Tier-3
53,OL00000054,ORD0221489,2025-12-21,2025-12-21,CUST057270,PROD000180,Clothing,SELL3904,4.5,LOC0095,DEL00272,PAY005,CAMP0151,FUL003,4,999,4.11,5.0,215.79,2025-12-22,2025-12-23,3.2,Completed,False,0.0,,3.7,Great style and worth the price.,0.34,1,1,3996,164.2356,199.8,4247.3544,Camisole Pack of 2,Marks & Spencer,advika,advikadora9239@gmail.com,+91 77367 28071,Single,Debit Card,Mastercard,Payment via Mastercard (Debit Card),"Lanka, Sastry and Arora",lankasastryandarora7712@gmail.com,+91 98075 20693,2022-04-04,LOC0080,3.8,Clothing,Bank of Baroda,49648300000000,BARB8522092,Uthkarsh Bal,+91 98901 00070,Female,2025-01-16,Full-Time,Bike,LOC0095,Delhi,Dwarka,246344,North,25.275521,85.038029,Semi-Urban,Tier-3
54,OL00000055,ORD0115697,2025-09-23,2025-09-23,CUST022822,PROD000128,Clothing,SELL0535,4.2,LOC0074,DEL07097,PAY005,CAMP0114,FUL001,3,1999,7.11,5.0,46.27,2025-09-28,2025-09-28,4.3,Completed,False,0.0,,3.1,Perfect fit and very comfortable to wear.,0.18,0,5,5997,426.3867000000001,299.85,5916.733300000001,Winter Jacket Padded,Mothercare,gokul,gokuldevan@gmail.com,+91 70540 94039,Single,Debit Card,Mastercard,Payment via Mastercard (Debit Card),Buch LLC,buchllc@gmail.com,+91 72570 87180,2022-06-26,LOC0047,4.9,Clothing,State Bank of India,4353948267,SBIN1189895,Rati Banik,+91 86970 95195,Male,2021-04-15,Contract,EV Bike,LOC0074,Bihar,Gaya,577366,East,35.722304,74.068178,Semi-Urban,Tier-3
55,OL00000056,ORD0038599,2025-04-09,2025-04-09,CUST065054,PROD000962,Jewellery,SELL3008,4.8,LOC0058,DEL03281,PAY007,CAMP0157,FUL001,5,48000,3.64,5.0,46.27,2025-04-14,2025-04-14,4.8,Completed,False,0.0,,3.0,Shines beautifully and feels authentic.,0.87,0,5,240000,8736.0,12000.0,243310.27,Diamond Tennis Bracelet 18KT,Orra,zoya,zoyachandran8216@gmail.com,+91 75631 58538,Married,UPI,PhonePe,Payment via PhonePe (UPI),Borde-Gupta,borde-gupta8066@gmail.com,+91 94422 66936,2023-08-01,LOC0032,2.1,Jewellery,ICICI Bank,28022497847,ICIC4080758,Vardaniya Sanghvi,+91 86946 79899,Female,2021-05-02,Full-Time,Bike,LOC0058,Madhya Pradesh,Sagar,518121,Central,8.57161,89.385011,Semi-Urban,Tier-3
56,OL00000057,ORD0181932,2025-11-22,2025-11-22,CUST017119,PROD001094,Bags & Luggage,SELL4104,4.0,LOC0045,DEL03305,PAY014,CAMP0043,FUL001,4,2999,7.78,5.0,46.27,2025-11-27,2025-11-27,4.5,Completed,False,0.0,,3.7,Smooth wheels and easy to carry.,0.51,0,5,11996,933.2888,599.8,11708.7812,Passport Cover RFID,Bellroy,faiyaz,faiyazvyas8721@gmail.com,+91 95309 53268,Married,Cash on Delivery,COD,Payment via N/A (Cash on Delivery),"Amble, Badami and Toor",amblebadamiandtoor@gmail.com,+91 84639 45301,2024-03-22,LOC0005,4.0,Bags & Luggage,Union Bank of India,76776600000000,UBIN7998676,Kiara Mangal,+91 90729 98582,Male,2021-11-14,Contract,EV Bike,LOC0045,Gujarat,Junagadh,746556,West,23.744154,71.18451,Semi-Urban,Tier-3
57,OL00000058,ORD0246771,2025-08-19,2025-08-19,CUST082973,PROD001127,Music & Instruments,SELL3120,3.6,LOC0106,DEL04095,PAY001,CAMP0138,FUL001,3,24999,3.91,5.0,46.27,2025-08-24,2025-08-25,3.9,Completed,False,0.0,,3.6,Well-built and durable.,0.86,1,5,74997,2932.3827,3749.85,75860.73730000001,Ddrum D1 Junior Drum Set,Ddrum,diya,diyabuch1910@gmail.com,+91 71151 96356,Married,Credit Card,Visa,Payment via Visa (Credit Card),Kar-Ramaswamy,kar-ramaswamy8494@gmail.com,+91 87747 20607,2025-05-15,LOC0098,3.5,Music & Instruments,State Bank of India,7645600000000,SBIN7254515,Ela Ramaswamy,+91 60257 78406,Female,2022-06-09,Contract,Bike,LOC0106,Odisha,Sambalpur,404416,East,11.666056,83.212046,Semi-Urban,Tier-3
58,OL00000059,ORD0161314,2025-12-04,2025-12-04,CUST046639,PROD000411,Sports,SELL3171,4.7,LOC0011,DEL05289,PAY008,CAMP0182,FUL003,2,799,3.68,5.0,215.79,2025-12-05,2025-12-05,4.2,Completed,False,0.0,,3.2,Strong and durable material.,0.53,0,1,1598,58.8064,79.9,1834.8836,Yoga Mat Anti-Slip 6mm,Boldfit,riya,riyaviswanathan3742@gmail.com,+91 63602 89779,Married,UPI,Google Pay,Payment via Google Pay (UPI),Atwal-Sane,atwal-sane4560@gmail.com,+91 84761 37429,2023-02-05,LOC0019,4.1,Sports,Punjab National Bank,12830000000000,PUNB1993900,Prerak Anne,+91 91499 79599,Female,2021-12-03,Full-Time,Bike,LOC0011,Karnataka,Mysuru,892541,South,35.760954,71.507323,Semi-Urban,Tier-3
59,OL00000060,ORD0160638,2025-08-15,2025-08-15,CUST028982,PROD000617,Groceries,SELL2737,4.0,LOC0041,DEL04376,PAY014,CAMP0155,FUL001,2,99,2.33,5.0,46.27,2025-08-20,2025-08-21,3.4,Completed,False,0.0,,3.5,Good quality and authentic taste.,0.49,1,5,198,4.6134,9.9,249.5566,Oreo Chocolate Cream 300g,Oreo / Cadbury,lakshay,lakshaysani@gmail.com,+91 76645 60029,Married,Cash on Delivery,COD,Payment via N/A (Cash on Delivery),Shukla PLC,shuklaplc2731@gmail.com,+91 76603 25053,2023-08-08,LOC0090,1.7,Groceries,Union Bank of India,479853000000,UBIN1099407,Nitya Rajan,+91 80524 92531,Female,2021-08-26,Full-Time,EV Bike,LOC0041,Gujarat,Vadodara,199403,West,20.599376,96.732224,Urban,Tier-2
60,OL00000061,ORD0289158,2025-10-27,2025-10-27,CUST071749,PROD000157,Clothing,SELL4297,3.934731896884441,LOC0039,DEL03173,PAY010,CAMP0087,FUL002,2,3999,4.56,5.0,86.64,2025-10-29,2025-10-29,3.9998830168088477,Cancelled,False,0.0,,3.718926522844328,No Comments,0.0,0,2,7998,364.7088,399.9,8119.8312,Kashmiri Phiran,Fabindia,biju,bijuagarwal6436@gmail.com,+91 76001 46082,Married,UPI,Amazon Pay,Payment via Amazon Pay (UPI),"Chowdhury, Sankaran and Gupta",chowdhurysankaranandgupta@gmail.com,+91 68633 13987,2023-12-16,LOC0069,3.0,Clothing,Canara Bank,92103143183,CNRB4775662,Mahika Mangal,+91 96651 72447,Male,2024-12-08,Contract,Bike,LOC0039,Gujarat,Ahmedabad,363186,West,18.656159,90.341923,Urban,Tier-1
61,OL00000062,ORD0001665,2025-04-12,2025-04-12,CUST003931,PROD001089,Bags & Luggage,SELL0360,3.8,LOC0068,DEL04671,PAY008,CAMP0176,FUL002,4,7999,8.12,5.0,86.64,2025-04-14,2025-04-14,4.8,Completed,False,0.0,,4.4,Spacious and well-organized compartments.,0.34,0,2,31996,2598.0752,1599.8,31084.3648,"Crossbody Laptop Bag 13""",Knomo,amira,amirawason@gmail.com,+91 63251 36864,Divorced,UPI,Google Pay,Payment via Google Pay (UPI),Khosla and Sons,khoslaandsons@gmail.com,+91 95230 01379,2025-06-18,LOC0084,3.2,Bags & Luggage,ICICI Bank,82647221008,ICIC6672001,Rasha Sinha,+91 72226 54593,Male,2024-11-23,Contract,Van,LOC0068,Telangana,Warangal,501996,South,31.777786,95.930731,Semi-Urban,Tier-3
62,OL00000063,ORD0265371,2026-01-27,2026-01-27,CUST007117,PROD000531,Toys,SELL4508,4.1,LOC0112,DEL02024,PAY002,CAMP0188,FUL001,2,2999,5.68,5.0,46.27,2026-02-01,2026-02-01,4.9,Completed,False,0.0,,3.6,Kids absolutely loved it.,0.41,0,5,5998,340.6864,299.9,6003.4836000000005,Teddy Bear 90cm,Hamleys,romil,romildhaliwal6944@gmail.com,+91 60773 27353,Single,Credit Card,Mastercard,Payment via Mastercard (Credit Card),"Batra, Bajwa and Mangat",batrabajwaandmangat@gmail.com,+91 74032 67223,2023-12-15,LOC0044,4.5,Toys,Axis Bank,4204518384,UTIB6066391,Elakshi Gola,+91 77023 24649,Male,2021-04-05,Contract,EV Bike,LOC0112,Haryana,Karnal,243696,North,26.118225,96.914646,Semi-Urban,Tier-3
63,OL00000064,ORD0042484,2026-01-17,2026-01-17,CUST066982,PROD001148,Music & Instruments,SELL1498,1.3,LOC0012,DEL00809,PAY010,CAMP0152,FUL001,3,84999,3.49,5.0,46.27,2026-01-22,2026-01-23,3.6,Returned,True,-46.27,2026-01-25,2.6,Not tuned properly,-0.92,1,5,254997,8899.3953,12749.85,258893.7247,Neumann TLM 102 Condenser,Neumann,anvi,anvivaidya@gmail.com,+91 64435 37752,Single,UPI,Amazon Pay,Payment via Amazon Pay (UPI),De and Sons,deandsons@gmail.com,+91 75885 53212,2022-08-08,LOC0089,1.1,Music & Instruments,Kotak Mahindra Bank,253682000000,KKBK9607178,Siya Choudhary,+91 62454 62033,Female,2025-02-11,Contract,Van,LOC0012,Karnataka,Mangaluru,898009,South,19.863655,76.246635,Semi-Urban,Tier-3
